ID,State,County,Region,BaySegment,Name,SubName,OtherName,cpntLongitude,cpntLatitude,YatesBar,AREA_AC,AREA_SQM,NOAACode,NOAAName,SiteType,DzKeyBar,SpatKeyBar,ReportRegion
LCHHT0,MD,KE,LOWER CHESTER RIVER,CB3MH,HICKORY THICKET,,,-76.24254,39.0682,Y,414.82,1678723,131,CHESTER RIVER BELOW QUEENSTOWN CREEK,,,,CHESTER RIVER
LCHHU0,MD,KE,LOWER CHESTER RIVER,CB3MH,HUNTINGFIELD,,LUMPS,-76.257305,39.124861,Y,399.74,1617696,025,CHESAPEAKE BAY NORTH OF BRIDGE AND SOUTH OF WORTON POINT,,,,CHESTER RIVER
LCHKI0,MD,QA,LOWER CHESTER RIVER,CHSMH,KENT ISLAND NARROWS,,"CHANNEL,FERRY CHANNEL",-76.24729,38.97385,Y,51.01,206450,131,CHESTER RIVER BELOW QUEENSTOWN CREEK,,,,CHESTER RIVER
LCHLN0,MD,KE,LOWER CHESTER RIVER,CB3MH,LITTLE NECK,,,-76.264852,39.140677,Y,27.09,109610,025,CHESAPEAKE BAY NORTH OF BRIDGE AND SOUTH OF WORTON POINT,,,,CHESTER RIVER
LCHLO0,MD,QA,LOWER CHESTER RIVER,CHSMH,LONG POINT,,,-76.233633,38.992737,Y,444.27,1797894,131,CHESTER RIVER BELOW QUEENSTOWN CREEK,,,,CHESTER RIVER
LCHLP0,MD,QA,LOWER CHESTER RIVER,CB3MH,LOVE POINT,,,-76.300795,39.053153,Y,2158.44,8734909,025,CHESAPEAKE BAY NORTH OF BRIDGE AND SOUTH OF WORTON POINT,,,,CHESTER RIVER
LCHMD0,MD,KE,LOWER CHESTER RIVER,CB3MH,MUDDY DRAIN,,,-76.268223,39.127354,Y,197.02,797317,025,CHESAPEAKE BAY NORTH OF BRIDGE AND SOUTH OF WORTON POINT,,,,CHESTER RIVER
LCHMU0,MD,KE,LOWER CHESTER RIVER,CHSMH,MUD,,MUD ROCK,-76.237017,39.009158,Y,227.23,919566,131,CHESTER RIVER BELOW QUEENSTOWN CREEK,,,,CHESTER RIVER
LCHRO0,MD,KE,LOWER CHESTER RIVER,CB3MH,ROCKHALL,,,-76.252956,39.148947,Y,4.32,17493,025,CHESAPEAKE BAY NORTH OF BRIDGE AND SOUTH OF WORTON POINT,,,,CHESTER RIVER
LCHSB0,MD,QA,LOWER CHESTER RIVER,CB3MH,STRONG BAY,,,-76.290896,39.024335,Y,273.07,1105064,131,CHESTER RIVER BELOW QUEENSTOWN CREEK,,,,CHESTER RIVER
LCHSC0,MD,KE,LOWER CHESTER RIVER,CB3MH,SWAN CREEK,,,-76.255865,39.153136,Y,6.43,26039,025,CHESAPEAKE BAY NORTH OF BRIDGE AND SOUTH OF WORTON POINT,,,,CHESTER RIVER
LCHSS0,MD,KE,LOWER CHESTER RIVER,CHSMH,SIDE SHOAL,,,-76.233296,39.013032,Y,46.62,188670,131,CHESTER RIVER BELOW QUEENSTOWN CREEK,,,,CHESTER RIVER
LCHTC0,MD,KE,LOWER CHESTER RIVER,CB3MH,TAVERN CREEK,,,-76.269085,39.142585,Y,9.3,37655,025,CHESAPEAKE BAY NORTH OF BRIDGE AND SOUTH OF WORTON POINT,,,,CHESTER RIVER
LCHTH0,MD,KE,LOWER CHESTER RIVER,CB3MH,THE HAVEN,,,-76.251662,39.145021,Y,6.33,25604,025,CHESAPEAKE BAY NORTH OF BRIDGE AND SOUTH OF WORTON POINT,,,,CHESTER RIVER
LCHUB0,MD,KE,LOWER CHESTER RIVER,CB3MH,UNDER THE BAR,,,-76.259279,39.101011,Y,165.13,668253,025,CHESAPEAKE BAY NORTH OF BRIDGE AND SOUTH OF WORTON POINT,,,,CHESTER RIVER
LCHWB0,MD,KE,LOWER CHESTER RIVER,CB3MH,WICKES BEACH,,WEEKS BAR,-76.26385,39.032139,Y,472.46,1911959,131,CHESTER RIVER BELOW QUEENSTOWN CREEK,,,,CHESTER RIVER
LCHWF0,MD,KE,LOWER CHESTER RIVER,CB3MH,WINDMILL FLATS,,,-76.260586,39.132256,Y,118.92,481238,025,CHESAPEAKE BAY NORTH OF BRIDGE AND SOUTH OF WORTON POINT,,,,CHESTER RIVER
LCHWH0,MD,KE,LOWER CHESTER RIVER,CB3MH,WHITE HORSE,,,-76.254468,39.147199,Y,6.42,25973,025,CHESAPEAKE BAY NORTH OF BRIDGE AND SOUTH OF WORTON POINT,,,,CHESTER RIVER
LCHWM0,MD,KE,LOWER CHESTER RIVER,CB3MH,WHITE MARSH,,,-76.24696,39.096444,Y,611.98,2476614,025,CHESAPEAKE BAY NORTH OF BRIDGE AND SOUTH OF WORTON POINT,,,,CHESTER RIVER
LCRBE0,MD,TA,LOWER CHOPTANK RIVER,CHOMH1,BENONI,,,-76.211694,38.659264,Y,1044.76,4227987,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRBW0,MD,TA,LOWER CHOPTANK RIVER,CHOMH1,BLACK WALNUT,,"BLACK WALNUT MUD,BLACK WALNUT SANDS,BLACK WALNUT SWASH",-76.318293,38.66525,Y,1387.45,5614810,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRCA0,MD,DO,LOWER CHOPTANK RIVER,CHOMH1,CASTLE HAVEN,,DIVIDING CREEK,-76.188632,38.627735,Y,1210.11,4897127,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRCA1,MD,DO,LOWER CHOPTANK RIVER,CHOMH1,CASTLE HAVEN ADD 1,ADDITION 1,,-76.197593,38.632977,,636.42,2575502,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRCH0,MD,TA,LOWER CHOPTANK RIVER,CHOMH1,CHURCH HILL,,BAR NECK,-76.291655,38.690508,Y,587.32,2376788,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRCL0,MD,TA,LOWER CHOPTANK RIVER,CHOMH1,CHOPTANK LUMPS,,RIVER MUD,-76.245483,38.659211,Y,378.69,1532513,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRCP0,MD,DO,LOWER CHOPTANK RIVER,CHOMH1,COOK POINT,,,-76.284105,38.650878,Y,989.09,4002693,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,Yes,Yes,CHOPTANK RIVER
LCRCW0,MD,DO,LOWER CHOPTANK RIVER,CHOMH1,CORNERS WHARF,,,-76.222111,38.616898,Y,141.65,573242,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRCW1,MD,DO,LOWER CHOPTANK RIVER,CHOMH1,CORNERS WHARF ADD 1,ADDITION 1,,-76.221834,38.634147,,285.31,1154598,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRDA0,MD,TA,LOWER CHOPTANK RIVER,CHOMH1,DAWSON,,BUNKER HILL,-76.272622,38.674361,Y,585.51,2369465,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRDA1,MD,TA,LOWER CHOPTANK RIVER,CHOMH1,DAWSON ADD 1,ADDITION 1,,-76.258136,38.68281,,659.15,2667494,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRFR0,MD,TA,LOWER CHOPTANK RIVER,CHOMH1,FRANCE,,RIVER MUD,-76.276455,38.69058,Y,538.94,2181024,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRLH0,MD,DO,LOWER CHOPTANK RIVER,CHOMH1,LOGANS HILL,,,-76.211694,38.645122,Y,407.84,1650472,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRLI0,MD,TA,LOWER CHOPTANK RIVER,CHOMH1,LIGHTHOUSE,,"CAMBRIDGE,LIGHTHOUSE MIDDLES,MUD DITCH,SLEW",-76.186172,38.65466,Y,718.47,2907557,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,Yes,,CHOPTANK RIVER
LCRLI1,MD,TA,LOWER CHOPTANK RIVER,CHOMH1,LIGHTHOUSE ADD 1,ADDITION 1,,-76.186305,38.66524,,75.25,304532,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRPH0,MD,TA,LOWER CHOPTANK RIVER,CHOMH1,PLEASANT HILL,,"EASTARD HILL,EASTERN HILL",-76.291633,38.675175,Y,555.86,2249473,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRRB0,MD,DO,LOWER CHOPTANK RIVER,CHOMH1,RED BUOY,,,-76.307439,38.641722,Y,116.63,471999,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRRB1,MD,DO,LOWER CHOPTANK RIVER,CHOMH1,RED BUOY ADD 1,ADDITION 1,,-76.306042,38.636308,,544.06,2201719,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRSA0,MD,TA,LOWER CHOPTANK RIVER,CHOMH1,SANDS,,SANDYS POINT,-76.3077,38.682516,Y,713.78,2888573,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRTP0,MD,DO,LOWER CHOPTANK RIVER,CHOMH1,TODD POINT,,,-76.249808,38.647672,Y,1882.06,7616442,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRTP1,MD,DO,LOWER CHOPTANK RIVER,CHOMH1,TODD POINT ADD 1,ADDITION 1,,-76.271252,38.631909,,372.25,1506435,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRTP2,MD,DO,LOWER CHOPTANK RIVER,CHOMH1,TODD POINT ADD 2,ADDITION 2,,-76.265869,38.64364,,407.91,1650760,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCRTP3,MD,DO,LOWER CHOPTANK RIVER,CHOMH1,TODD POINT ADD 3,ADDITION 3,,-76.259388,38.660229,,189.01,764884,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,CHOPTANK RIVER
LCSCM0,MD,CA,LOWER CALVERT SHORE,CB5MH,CHINESE MUDS,,SOLOMONS,-76.37623,38.33003,Y,2362.64,9561250,229,CHESAPEAKE BAY SOUTH OF COVE POINT AND WEST OF SHIP CHANNEL,,,,LOWER BAY WEST
LCSCP0,MD,CA,LOWER CALVERT SHORE,CB5MH,COVE POINT BIGHT,,COVE POINT,-76.37489,38.366273,Y,216.54,876299,229,CHESAPEAKE BAY SOUTH OF COVE POINT AND WEST OF SHIP CHANNEL,,,,LOWER BAY WEST
LCSCP1,MD,CA,LOWER CALVERT SHORE,CB5MH,COVE POINT BIGHT ADD 1,ADDITION 1,COVE POINT ADDITION,-76.375399,38.357423,,611.22,2473525,229,CHESAPEAKE BAY SOUTH OF COVE POINT AND WEST OF SHIP CHANNEL,,,,LOWER BAY WEST
LCSHI0,MD,SM,LOWER CALVERT SHORE,CB5MH,HOG ISLAND,,,-76.387258,38.313492,Y,492.02,1991146,229,CHESAPEAKE BAY SOUTH OF COVE POINT AND WEST OF SHIP CHANNEL,,Yes,Yes,LOWER BAY WEST
LCSHI1,MD,SM,LOWER CALVERT SHORE,CB5MH,HOG ISLAND ADD 1,ADDITION 1,HOG POINT ADDITION,-76.372156,38.306656,,427.04,1728189,229,CHESAPEAKE BAY SOUTH OF COVE POINT AND WEST OF SHIP CHANNEL,,,,LOWER BAY WEST
LCSLC0,MD,CA,LOWER CALVERT SHORE,CB5MH,LITTLE COVE POINT,,"HANG PILE,HANGERS",-76.386122,38.350019,Y,216.55,876334,229,CHESAPEAKE BAY SOUTH OF COVE POINT AND WEST OF SHIP CHANNEL,,,,LOWER BAY WEST
LCSPM0,MD,CA,LOWER CALVERT SHORE,CB5MH,PARKER MOORE,,,-76.392693,38.339897,Y,219.59,888665,229,CHESAPEAKE BAY SOUTH OF COVE POINT AND WEST OF SHIP CHANNEL,,,,LOWER BAY WEST
LCSPM1,MD,CA,LOWER CALVERT SHORE,CB5MH,PARKER MOORE ADD 1,ADDITION 1,,-76.40069,38.338233,,352.33,1425841,229,CHESAPEAKE BAY SOUTH OF COVE POINT AND WEST OF SHIP CHANNEL,,,,LOWER BAY WEST
LCSSI0,MD,CA,LOWER CALVERT SHORE,CB5MH,SIMMONS,,,-76.405344,38.326833,Y,27.93,113021,229,CHESAPEAKE BAY SOUTH OF COVE POINT AND WEST OF SHIP CHANNEL,,,,LOWER BAY WEST
LCSUC0,MD,CA,LOWER CALVERT SHORE,CB5MH,UNDER THE CLIFFS,,,-76.402679,38.342377,Y,39.74,160830,229,CHESAPEAKE BAY SOUTH OF COVE POINT AND WEST OF SHIP CHANNEL,,,,LOWER BAY WEST
LPRBO0,MD,SM,LOWER POTOMAC RIVER,POTMH,BONUMS,,,-76.558099,38.090999,,424.19,1716620,177,POTOMAC RIVER SOUTH OF A LINE BETWEEN PINEY POINT AND RAGGED POINT,,,,POTOMAC RIVER SOUTHSHORE
LPRCH0,MD,SM,LOWER POTOMAC RIVER,POTMH,CORNFIELD HARBOR,,,-76.332844,38.044068,,299.41,1211684,177,POTOMAC RIVER SOUTH OF A LINE BETWEEN PINEY POINT AND RAGGED POINT,,Yes,Yes,POTOMAC RIVER NORTHSHORE
LPRCH1,MD,SM,LOWER POTOMAC RIVER,POTMH,CORNFIELD HARBOR ADD 1,ADDITION 1,,-76.334101,38.039342,,37.74,152748,177,POTOMAC RIVER SOUTH OF A LINE BETWEEN PINEY POINT AND RAGGED POINT,,,,POTOMAC RIVER NORTHSHORE
LPRCH2,MD,SM,LOWER POTOMAC RIVER,POTMH,CORNFIELD HARBOR ADD 2,ADDITION 2,CORNFIELD HARBOR ADDITION,-76.33816,38.040681,,141.74,573591,177,POTOMAC RIVER SOUTH OF A LINE BETWEEN PINEY POINT AND RAGGED POINT,,,,POTOMAC RIVER NORTHSHORE
LPRCU0,MD,SM,LOWER POTOMAC RIVER,POTMH,CURRIOMAN,,,-76.526865,38.059364,,57.29,231861,177,POTOMAC RIVER SOUTH OF A LINE BETWEEN PINEY POINT AND RAGGED POINT,,,,POTOMAC RIVER SOUTHSHORE
LPRGN0,MD,SM,LOWER POTOMAC RIVER,POTMH,GREAT NECK,,HOG ISLAND,-76.440473,37.999485,,234.11,947400,177,POTOMAC RIVER SOUTH OF A LINE BETWEEN PINEY POINT AND RAGGED POINT,,,,POTOMAC RIVER SOUTHSHORE
LPRHI0,MD,SM,LOWER POTOMAC RIVER,POTMH,HOG ISLAND,,,-76.461879,38.016419,,804.11,3254104,177,POTOMAC RIVER SOUTH OF A LINE BETWEEN PINEY POINT AND RAGGED POINT,,,,POTOMAC RIVER SOUTHSHORE
LPRJO0,MD,SM,LOWER POTOMAC RIVER,POTMH,JONES,,JONES SHORE,-76.381963,38.080673,,267.89,1084121,177,POTOMAC RIVER SOUTH OF A LINE BETWEEN PINEY POINT AND RAGGED POINT,,,,POTOMAC RIVER NORTHSHORE
LPRJO1,MD,SM,LOWER POTOMAC RIVER,POTMH,JONES ADD 1,ADDITION 1,JONES SHORE ADD 1,-76.37241,38.068188,,234.2,947768,177,POTOMAC RIVER SOUTH OF A LINE BETWEEN PINEY POINT AND RAGGED POINT,,,,POTOMAC RIVER NORTHSHORE
LPRKI0,MD,SM,LOWER POTOMAC RIVER,POTMH,KITTS,,KITTS POINT,-76.421627,38.101953,,97.38,394090,177,POTOMAC RIVER SOUTH OF A LINE BETWEEN PINEY POINT AND RAGGED POINT,,,,POTOMAC RIVER NORTHSHORE
LPRLB0,MD,SM,LOWER POTOMAC RIVER,POTMH,LOWER BANK,,,-76.379476,37.967776,,49.31,199540,177,POTOMAC RIVER SOUTH OF A LINE BETWEEN PINEY POINT AND RAGGED POINT,,,,POTOMAC RIVER SOUTHSHORE
LPRLP0,MD,SM,LOWER POTOMAC RIVER,POTMH,LYNCH POINT,,,-76.50958333,38.05045,,,,177,POTOMAC RIVER SOUTH OF A LINE BETWEEN PINEY POINT AND RAGGED POINT,,,,POTOMAC RIVER SOUTHSHORE
LPRMB0,MD,SM,LOWER POTOMAC RIVER,POTMH,MIDDLE BANKS,,,-76.361732,37.968607,,358.58,1451130,177,POTOMAC RIVER SOUTH OF A LINE BETWEEN PINEY POINT AND RAGGED POINT,,,,POTOMAC RIVER SOUTHSHORE
LPRPP0,MD,SM,LOWER POTOMAC RIVER,POTMH,PINEY POINT,,FIREDOCK,-76.52482,38.136058,,50.05,202549,177,POTOMAC RIVER SOUTH OF A LINE BETWEEN PINEY POINT AND RAGGED POINT,,,,POTOMAC RIVER NORTHSHORE
LPRSG0,MD,SM,LOWER POTOMAC RIVER,POTMH,ST. GEORGE ISLAND,,,-76.49039,38.114431,,220.88,893854,177,POTOMAC RIVER SOUTH OF A LINE BETWEEN PINEY POINT AND RAGGED POINT,,,,POTOMAC RIVER NORTHSHORE
LPRTP0,MD,SM,LOWER POTOMAC RIVER,POTMH,THICKET POINT,,,-76.507187,38.028109,,58.79,237910,177,POTOMAC RIVER SOUTH OF A LINE BETWEEN PINEY POINT AND RAGGED POINT,,,,POTOMAC RIVER SOUTHSHORE
LPXBG0,MD,CA,LOWER PATUXENT RIVER,PAXMH,BARN GATES,,"FIRST COVE,PT PATIENCE,SECOND COVE,THIRDS",-76.478271,38.328408,Y,182.56,738791,168,PATUXENT RIVER SOUTH OF ST. LEONARD CREEK,,,,PATUXENT RIVER
LPXBI0,MD,CA,LOWER PATUXENT RIVER,PAXMH,BACK OF ISLAND,,BACK OF SOLOMONS,-76.460314,38.318606,Y,97.7,395379,168,PATUXENT RIVER SOUTH OF ST. LEONARD CREEK,,,Yes,PATUXENT RIVER
LPXBW0,MD,SM,LOWER PATUXENT RIVER,PAXMH,BOB WISE,,,-76.489146,38.328036,Y,54.82,221846,168,PATUXENT RIVER SOUTH OF ST. LEONARD CREEK,,,,PATUXENT RIVER
LPXCM0,MD,SM,LOWER PATUXENT RIVER,CB5MH,CARROLL MUDS,,"CARROL BANKS,CARROL MUDS,CARROLL BAR",-76.409319,38.311658,Y,367.08,1485535,229,CHESAPEAKE BAY SOUTH OF COVE POINT AND WEST OF SHIP CHANNEL,,,,PATUXENT RIVER
LPXCT0,MD,CA,LOWER PATUXENT RIVER,PAXMH,CHERRY TREE,,SOLOMONS ISLAND,-76.449767,38.319544,Y,21.18,85714,168,PATUXENT RIVER SOUTH OF ST. LEONARD CREEK,,,,PATUXENT RIVER
LPXDP0,MD,SM,LOWER PATUXENT RIVER,PAXMH,DEEP POINT MUD,,,-76.43233,38.303302,Y,228.13,923214,168,PATUXENT RIVER SOUTH OF ST. LEONARD CREEK,,,,PATUXENT RIVER
LPXGO0,MD,SM,LOWER PATUXENT RIVER,PAXMH,GOODWIN,,,-76.468364,38.309148,Y,7.22,29223,168,PATUXENT RIVER SOUTH OF ST. LEONARD CREEK,,,,PATUXENT RIVER
LPXHE0,MD,CA,LOWER PATUXENT RIVER,PAXMH,HELLEN,,,-76.487946,38.361922,Y,223,902444,168,PATUXENT RIVER SOUTH OF ST. LEONARD CREEK,,,,PATUXENT RIVER
LPXHH0,MD,CA,LOWER PATUXENT RIVER,PAXMH,HUNGERFORD HOLLOW,,HUNGERFORD BAR,-76.479873,38.338405,Y,66.1,267512,168,PATUXENT RIVER SOUTH OF ST. LEONARD CREEK,,,,PATUXENT RIVER
LPXHN0,MD,SM,LOWER PATUXENT RIVER,PAXMH,HAWKS NEST,,,-76.492688,38.344362,Y,323.35,1308545,168,PATUXENT RIVER SOUTH OF ST. LEONARD CREEK,,,,PATUXENT RIVER
LPXKE0,MD,,LOWER PATUXENT RIVER,PAXMH,KEMP'S MINI REEF,,,-76.5154,38.332617,,0.0012,,168,PATUXENT RIVER SOUTH OF ST. LEONARD CREEK,Sanctuary,,,PATUXENT RIVER
LPXLG0,MD,SM,LOWER PATUXENT RIVER,PAXMH,LA GRANDE,,GREEN HOLLY,-76.457705,38.299381,Y,143.57,581009,168,PATUXENT RIVER SOUTH OF ST. LEONARD CREEK,,,,PATUXENT RIVER
LPXLL0,MD,CA,LOWER PATUXENT RIVER,PAXMH,LIGHT HOUSE LUMP,,,-76.424833,38.315336,Y,36.81,148972,168,PATUXENT RIVER SOUTH OF ST. LEONARD CREEK,,,,PATUXENT RIVER
LPXMI0,MD,SM,LOWER PATUXENT RIVER,PAXMH,MILLSTONE,,,-76.43793,38.298255,Y,260.02,1052282,168,PATUXENT RIVER SOUTH OF ST. LEONARD CREEK,,,,PATUXENT RIVER
LPXOL0,MD,CA,LOWER PATUXENT RIVER,CB5MH,OLD LUMP,,,-76.419243,38.317907,Y,14.65,59293,229,CHESAPEAKE BAY SOUTH OF COVE POINT AND WEST OF SHIP CHANNEL,,,,PATUXENT RIVER
LPXSH0,MD,CA,LOWER PATUXENT RIVER,PAXMH,SHELL PILE,,SWELL PILE,-76.453647,38.321572,Y,4,16168,168,PATUXENT RIVER SOUTH OF ST. LEONARD CREEK,,,,PATUXENT RIVER
LPXSL0,MD,CA,LOWER PATUXENT RIVER,PAXMH,SANDY POINT LUMPS,,SANDY POINT,-76.447454,38.313386,Y,73.27,296521,168,PATUXENT RIVER SOUTH OF ST. LEONARD CREEK,,,,PATUXENT RIVER
LPXSM0,MD,CA,LOWER PATUXENT RIVER,PAXMH,SOUTHEAST MIDDLEGROUND,,MIDDLEGROUND,-76.438065,38.316756,Y,280.72,1136026,168,PATUXENT RIVER SOUTH OF ST. LEONARD CREEK,,,,PATUXENT RIVER
LPXSP0,MD,SM,LOWER PATUXENT RIVER,PAXMH,SPENCERS,,POINT PATIENCE,-76.479979,38.324357,Y,80.02,323845,168,PATUXENT RIVER SOUTH OF ST. LEONARD CREEK,,,,PATUXENT RIVER
LPXSW0,MD,CA,LOWER PATUXENT RIVER,PAXMH,SWASH,,DRUM POINT,-76.445677,38.322094,Y,16.07,65041,168,PATUXENT RIVER SOUTH OF ST. LEONARD CREEK,,,,PATUXENT RIVER
LPXTC0,MD,SM,LOWER PATUXENT RIVER,PAXMH,TOWN CREEK,,SEVEN GABLES,-76.475161,38.316893,Y,34.75,140641,168,PATUXENT RIVER SOUTH OF ST. LEONARD CREEK,,,,PATUXENT RIVER
LSMCA0,MD,SM,LOWER ST. MARYS RIVER,POTMH,CARTHAGENA CREEK,,SMITHS HOLLOW,-76.46045,38.152497,Y,43.66,176684,078,ST. MARY’S RIVER,,,,ST. MARYS RIVER
LSMCC0,MD,SM,LOWER ST. MARYS RIVER,POTMH,CHICKEN COCK,,GUM EDGE,-76.433951,38.116253,Y,139.45,564348,078,ST. MARY’S RIVER,,Yes,Yes,ST. MARYS RIVER
LSMCH0,MD,SM,LOWER ST. MARYS RIVER,POTMH,CHERRY,,CHERRY FIELD POINT,-76.463073,38.12553,Y,265.75,1075466,078,ST. MARY’S RIVER,,,,ST. MARYS RIVER
LSMCO0,MD,SM,LOWER ST. MARYS RIVER,POTMH,COOPER CREEK,,,-76.456667,38.165867,Y,33.69,136349,078,ST. MARY’S RIVER,,,,ST. MARYS RIVER
LSMCP0,MD,SM,LOWER ST. MARYS RIVER,POTMH,COPPAGE,,WINDMILL,-76.451397,38.161551,Y,56.27,227724,078,ST. MARY’S RIVER,,,,ST. MARYS RIVER
LSMED0,MD,SM,LOWER ST. MARYS RIVER,POTMH,EDMUND,,"EDMUND POINT,EDWARDS POINT,STREAMS END",-76.457262,38.137377,Y,60.62,245308,078,ST. MARY’S RIVER,,,,ST. MARYS RIVER
LSMFO0,MD,SM,LOWER ST. MARYS RIVER,POTMH,FORT,,,-76.439986,38.129795,Y,98.44,398392,078,ST. MARY’S RIVER,,,,ST. MARYS RIVER
LSMGO0,MD,SM,LOWER ST. MARYS RIVER,POTMH,GOAD,,"CHERRY FIELD HOUSE,GRAVEYARD,GRAVEYARD POINT,OLD HOUSE POINT",-76.45988,38.143232,Y,89.42,361852,078,ST. MARY’S RIVER,,,,ST. MARYS RIVER
LSMIN0,MD,SM,LOWER ST. MARYS RIVER,POTMH,ST. INIGOES NORTH,,,-76.422548,38.165935,Y,9.96,40289,078,ST. MARY’S RIVER,,,,ST. MARYS RIVER
LSMIS0,MD,SM,LOWER ST. MARYS RIVER,POTMH,ST. INIGOES SOUTH,,"CHURCH COVE,DUTCHMAN POINT,NICKS BAR",-76.420911,38.163712,Y,9.79,39614,078,ST. MARY’S RIVER,,,,ST. MARYS RIVER
LSMJO0,MD,SM,LOWER ST. MARYS RIVER,POTMH,JONES,,,-76.427406,38.159753,Y,13.54,54811,078,ST. MARY’S RIVER,,,,ST. MARYS RIVER
LSMKE0,MD,SM,LOWER ST. MARYS RIVER,POTMH,KENNEDY,,POPLAR POINT,-76.433564,38.158327,Y,13.22,53501,078,ST. MARY’S RIVER,,,,ST. MARYS RIVER
LSMLH0,MD,SM,LOWER ST. MARYS RIVER,POTMH,LANGLEY HOLLOW,,"FORT POINT,NAVY BASE,WEBSTER FIELD",-76.438844,38.142491,Y,92.07,372611,078,ST. MARY’S RIVER,,,,ST. MARYS RIVER
LSMMC0,MD,SM,LOWER ST. MARYS RIVER,POTMH,MOUTH OF CREEK,,,-76.462156,38.112555,Y,178.22,721241,177,POTOMAC RIVER SOUTH OF A LINE BETWEEN PINEY POINT AND RAGGED POINT,,,,ST. MARYS RIVER
LSMML0,MD,SM,LOWER ST. MARYS RIVER,POTMH,MIDDLEGROUND LUMP,,,-76.449213,38.129713,Y,10.57,42790,078,ST. MARY’S RIVER,,,,ST. MARYS RIVER
LSMPR0,MD,SM,LOWER ST. MARYS RIVER,POTMH,PRIEST,,PRIEST POINT,-76.442207,38.149612,Y,74.85,302894,078,ST. MARY’S RIVER,,,,ST. MARYS RIVER
LSMRH0,MD,SM,LOWER ST. MARYS RIVER,POTMH,ROSECROFT HOLLOW,,ROSECROFT SHORE,-76.440814,38.16364,Y,40.97,165808,078,ST. MARY’S RIVER,,,,ST. MARYS RIVER
LSMRS0,MD,SM,LOWER ST. MARYS RIVER,POTMH,RALEYS SHORE,,,-76.436917,38.155225,Y,27.2,110081,078,ST. MARY’S RIVER,,,,ST. MARYS RIVER
LSMSP0,MD,SM,LOWER ST. MARYS RIVER,POTMH,SEDGE POINT,,,-76.42504,38.108753,Y,36.77,148820,078,ST. MARY’S RIVER,,,,ST. MARYS RIVER
LSMTC0,MD,SM,LOWER ST. MARYS RIVER,POTMH,THOMPSON CREEK,,THOMPSON SHORE,-76.452132,38.155569,Y,62.82,254237,078,ST. MARY’S RIVER,,,,ST. MARYS RIVER
LTCAS0,MD,DO,LITTLE CHOPTANK RIVER,LCHMH,ALONG SHORE,,,-76.25958,38.510525,Y,111.07,449484,053,LITTLE CHOPTANK RIVER,,,,LITTLE CHOPTANK RIVER
LTCBE0,MD,DO,LITTLE CHOPTANK RIVER,LCHMH,BALD EAGLE,,,-76.293459,38.557722,Y,133.98,542200,053,LITTLE CHOPTANK RIVER,,,,LITTLE CHOPTANK RIVER
LTCBG0,MD,DO,LITTLE CHOPTANK RIVER,LCHMH,BRIDGE,,SLAUGHTER CREEK,-76.291455,38.471186,Y,5.28,21382,053,LITTLE CHOPTANK RIVER,,,,LITTLE CHOPTANK RIVER
LTCBP0,MD,DO,LITTLE CHOPTANK RIVER,LCHMH,BARN POINT,,,-76.211841,38.538441,Y,118.92,481266,053,LITTLE CHOPTANK RIVER,,,,LITTLE CHOPTANK RIVER
LTCBR0,MD,DO,LITTLE CHOPTANK RIVER,LCHMH,BRUMELL,,MORRIS NECK POINT,-76.211534,38.554092,Y,178.76,723404,053,LITTLE CHOPTANK RIVER,,,,LITTLE CHOPTANK RIVER
